Ulasan,Label
['manfaat'],Operability
['bantu'],Operability
"['bantu', 'mudah', 'komunikasi']",Simplicity
"['bantu', 'dokter', 'ramah', 'respon', 'cepat']",Execution Efficiency
"['bantu', 'kerja', 'nga', 'cuti', 'dapet', 'konsultasi', 'obat']",Operability
"['responnya', 'cepat', 'bagus', 'tolong']",Execution Efficiency
"['puas', 'sekali', 'semenjak', 'ad', 'halo', 'doc']",Operability
['bantu'],Operability
"['cepat', 'responnya']",Execution Efficiency
['bantu'],Operability
['good'],Operability
"['cepat', 'direspon']",Execution Efficiency
"['aplikasi', 'yg', 'bantu']",Operability
"['aq', 'kali', 'konsulya', 'sih', 'lumayan', 'ya', 'ramah', 'cepat', 'blz', 'nya', 'ya', 'moga', 'aja', 'klo', 'aq', 'konsul', 'ttp', 'ttp', 'jdi', 'yg', 'baik', 'yaa']",Execution Efficiency
"['say', 'ragu', 'bingang', 'karna', 'coba', 'dr', 'yg', 'jawabn', 'nya', 'seperrlti', 'itudrnya', 'ga', 'ngertitapi', 'pnasaran', 'dr', 'yg', 'temu', 'yg', 'puastrimakasih', 'halo', 'dok']",Operability
['bantu'],Operability
"['bagus', 'aplikasi']",Operability
"['makasih', 'bantu']",Operability
"['simple', 'bantu']",Simplicity
['mantap'],Operability
"['layan', 'membantukerennn', 'sukses', 'halodoc', 'moga', 'manfaat', 'orang']",Operability
['keren'],Operability
"['aplikasi', 'yg', 'bnr', 'amazing', 'sbg', 'pasien', 'jujur', 'sy', 'bantu']",Operability
"['tanggap', 'yg', 'aangat', 'puas', 'dgn', 'jasa', 'layan', 'hallodoc']",Operability
"['cepat', 'akurat', 'pelayannanya']",Execution Efficiency
['bantu'],Operability
['bantu'],Operability
['good'],Operability
['good'],Operability
"['verry', 'good']",Operability
['bantu'],Operability
"['bantu', 'lho', 'konsultasi', 'dokter', 'bantu', 'rumah', 'sakit', 'tinggal', 'tang', 'obat', 'menit', 'terima', 'kasih']",Operability
['mantap'],Operability
"['bantu', 'memudahkam', 'hubung', 'dokter']",Simplicity
"['pakai', 'aplikasi', 'krn', 'butuh', 'konsul', 'dadak', 'mlm', 'k', 'doktr', 'spesialis', 'ankfast', 'respon', 'doktr', 'ny', 'hmpir', 'jm', 'mlm', 'msh', 'on', 'doktr', 'ank', 'nysngt', 'mmbntu', 'sekalimmng', 'doktr', 'spesialis', 'ank', 'bguss', 'kl', 'msh', 'bs', 'd', 'chat', 'mlm', 'gnispesialis', 'lainy', 'gk', 'bs']",Execution Efficiency
['mantap'],Operability
"['aplikasi', 'bantu', 'utk', 'konsultasi', 'dgn', 'dokteraplg', 'konsultasiny', 'gratissangat', 'bantu', 'pasien', 'yg', 'tdk', 'mampujd', 'konsul']",Operability
['bantu'],Operability
"['bantu', 'karna', 'dlm', 'sy', 'jawab']",Operability
['good'],Operability
['bantu'],Operability
"['bantu', 'tq', 'doc']",Operability
"['good', 'dokter', 'soni', 'wicaksono']",Operability
['mantap'],Operability
['bagus'],Operability
"['bantu', 'terima', 'kasih', 'halodoc']",Operability
['bantu'],Operability
"['bantu', 'informatif']",Operability
['bantu'],Operability
"['terima', 'kasih', 'aplikasi', 'bantu', 'tau', 'jaga', 'sehat']",Operability
['muas'],Operability
"['cepat', 'manfaat']",Execution Efficiency
['bantu'],Operability
['bantu'],Operability
['good'],Operability
"['respon', 'cepat', 'terimakasih', 'dokter', 'moga', 'ilmu', 'yg', 'dokter', 'guna', 'yg', 'butuh']",Execution Efficiency
"['joss', 'mantap', 'sngat', 'bermanfaatterimakasih']",Operability
['good'],Operability
"['terima', 'kasihsangat', 'bantu']",Operability
['manfaat'],Operability
"['puas', 'jelas', 'dokter']",Simplicity
"['dokter', 'ramah', 'cepat', 'tdk', 'tunggu', 'pd', 'chat']",Execution Efficiency
['nan'],Simplicity
"['bantu', 'bnyak', 'dokter', 'yg', 'alam']",Operability
['puas'],Operability
['good'],Operability
['bantu'],Operability
"['keren', 'bantu']",Operability
"['mantap', 'bantu', 'bgt', 'lg']",Operability
['bantu'],Operability
"['jelas', 'dokter', 'sngt', 'muas']",Simplicity
"['bantu', 'tp', 'update', 'ya', 'harga', 'kadang', 'suka', 'beda', 'store']",Operability
"['respon', 'cepat']",Execution Efficiency
"['langsung', 'bintang', 'alam', 'membantuterima', 'kasih', 'halodoc']",Operability
['bantu'],Operability
['bagus'],Operability
"['bantu', 'terimakasih']",Operability
"['terima', 'kasih', 'halodoc', 'apl', 'sanagat', 'bantu']",Operability
"['apliakasinya', 'keren']",Operability
['good'],Operability
['bantu'],Operability
['bantu'],Operability
['bantu'],Operability
['bagus'],Operability
"['apl', 'manfaat', 'moga', 'aplikasi', 'tahan', 'citra', 'positif', 'nya', 'utama', 'nyaman', 'konsumen', 'nya']",Operability
['guna'],Operability
"['fast', 'respon']",Execution Efficiency
"['puas', 'manfaat', 'malam', 'sukses', 'halodoc']",Operability
"['dokter', 'respon', 'cepat', 'mmberikan', 'masuk', 'yg', 'baikk']",Execution Efficiency
['puas'],Operability
['bagus'],Operability
"['good', 'job']",Operability
"['bagus', 'tp', 'sulit', 'utk', 'chat', 'dg', 'dokter', 'tunggu', 'sibuk']",Operability
"['drdina', 'spkk', 'cantikramahrespon', 'cepat']",Execution Efficiency
['muas'],Operability
['muas'],Operability
['bantu'],Operability
"['gimana', 'sih', 'aplikasis', 'order', 'obat', 'chechout', 'ngeloading', 'mulu', 'trs', 'chart', 'auto', 'reset', 'tolong', 'diperbaikiiiiiiiii']",Error Tolerance
['mantap'],Operability
['mantaplikasip'],Operability
['bantu'],Operability
"['alhamdulilah', 'tebantu', 'ny', 'halodoc', 'mksh', 'halodoc']",Operability
"['bantu', 'banget', 'keluh', 'sakit', 'konsultasi', 'dokter', 'resep', 'obat', 'rs', 'klinik', 'hemat', 'biaya', 'tenaga']",Operability
['bantu'],Operability
"['puas', 'banget', 'pakai', 'aplikasi', 'halodocterima', 'ksih', 'halodoc']",Operability
['manfaat'],Operability
['bantu'],Operability
"['guna', 'bgt']",Operability
"['dokter', 'bantu', 'ramah']",Operability
"['aplikasi', 'yg', 'bantu', 'rumah', 'tangga', 'terima', 'kasih', 'halodoc', 'sukses', 'da', 'sehat', 'dokter', 'yg', 'halodoc']",Operability
"['ringkas', 'padat']",Simplicity
"['respon', 'dokter', 'cepatdokternya', 'informatif', 'tks']",Execution Efficiency
"['mudah', 'cepat']",Simplicity
"['alhamdulillah', 'bantu', 'sayatiap', 'ad', 'keluh']",Operability
['good'],Operability
"['mudah', 'banget', 'daftar', 'enak', 'gak', 'rumah', 'sakit', 'heheheh', 'dokterbudah', 'genggam', 'tangan']",Simplicity
['good'],Operability
"['bantu', 'terima', 'kasih', 'halodoc']",Operability
['bantu'],Operability
"['dokternyaramah', 'jugasangat', 'fast', 'respon', 'trimakasih', 'utuk', 'layan', 'halo', 'dokter', 'bantu']",Execution Efficiency
"['bantu', 'trimakasih', 'halodoc']",Operability
['bantu'],Operability
"['aplikasi', 'bantu', 'orang', 'wilayah', 'pencil', 'dokter', 'spesialis', 'wilayahnyadokternya', 'ramah', 'detail', 'saran', 'rekomendasiterima', 'kasih', 'dokter']",Operability
['bantu'],Operability
['bantu'],Operability
"['mebantu', 'sy']",Operability
"['halodoc', 'the', 'best', 'toppp']",Operability
"['aplikasi', 'mudah', 'cepat', 'pilih', 'dokter', 'pribadi', 'prefer', 'dokter', 'muda', 'timbang', 'faktor', 'alam', 'jam', 'terbang', 'tambah', 'aplikasi', 'dokter', 'pria', 'pria', 'prefer', 'ngobrol', 'pria', 'lebih', 'ok', 'lanjut']",Simplicity
"['aplikasi', 'bantu', 'guna', 'ayo', 'buru', 'download', 'terimakasih', 'dok']",Operability
"['aplikasi', 'mantap', 'bgt', 'dokter', 'muas', 'smua', 'jawab', 'gk', 'panik', 'kalo', 'tinggal', 'buka', 'halodoc', 'chat', 'dokter', 'aman', 'deh']",Operability
['manfaat'],Operability
"['dokter', 'lengkap', 'jawab', 'bantu']",Completeness
['bantu'],Operability
"['tahan', 'aplikasih', 'nya', 'pakai', 'aplikasih', 'inibisa', 'bantu', 'trimakasi', 'info', 'yg', 'manfaat', 'buwat', 'hidup', 'pan']",Operability
"['bantu', 'dokter', 'ramah', 'sukses', 'halodoc']",Operability
"['bantu', 'hemat', 'tanggap']",Operability
"['layan', 'bagus']",Operability
['mantaplikasi'],Operability
['bantu'],Operability
"['firts', 'time', 'to', 'chat', 'with', 'doctor', 'by', 'online', 'bantu', 'bgt', 'sih']",Operability
['bantu'],Operability
"['bagus', 'bantu', 'trims']",Operability
"['aplikasi', 'bantu', 'bangeettttt']",Operability
['bantu'],Operability
"['aplikasi', 'yg', 'bantu', 'derita', 'sakit', 'ringan', 'sya']",Operability
"['terima', 'kasih', 'layan', 'muas', 'pelanggandan', 'jg', 'ramah', 'tamah']",Operability
['bantu'],Operability
"['tks', 'dgn', 'adax', 'aplikasi', 'bantu', 'skali', 'unt', 'mslh', 'ksehatan', 'd', 'klrg', 'sy', 'dokterx', 'jg', 'ramah']",Operability
"['sangatttt', 'membantuuuuu']",Operability
['muas'],Operability
['bantu'],Operability
"['bantu', 'unconditional']",Operability
"['terimakasih', 'aplikasi', 'nya', 'ngebantu', 'banget']",Operability
['muas'],Operability
"['bagus', 'bgt', 'sukatp', 'bnran', 'gratis', 'bayar', 'ya']",Operability
['bantu'],Operability
"['bagus', 'banget', 'konsul']",Operability
"['bagus', 'respon', 'cepat', 'aplikasi', 'cepat', 'sayang', 'bayar', 'instal', 'halodoc', 'langsung', 'dr', 'aplikasi', 'gojeg', 'udah', 'gratis']",Execution Efficiency
['bantu'],Operability
"['aplikasi', 'halodoc', 'membantuapalagi', 'gak', 'konsultasi', 'langsung']",Operability
"['bantu', 'ada', 'darurat', 'second', 'opinion', 'butuh', 'dapat', 'medis', 'terimakasih']",Operability
"['bantu', 'karna', 'langsung', 'konsultasi', 'dokter', 'specialis']",Operability
"['good', 'apm']",Operability
['good'],Operability
['puas'],Operability
"['puas', 'aplikasi', 'dokter', 'cepat', 'tanggap', 'merespon']",Execution Efficiency
"['puas', 'langsung', 'cepat', 'tanggap', 'tanya']",Execution Efficiency
"['respon', 'cepat']",Execution Efficiency
['bantu'],Operability
['bantu'],Operability
"['oke', 'good']",Operability
"['respon', 'cepat', 'n', 'dokter', 'jg', 'ramah']",Execution Efficiency
['manfaat'],Operability
"['konsul', 'dokter', 'jd', 'mudah']",Simplicity
"['memuaskanjadi', 'ga', 'repotbingung', 'kalo', 'anak', 'sakit', 'konsultasi', 'halodoc']",Operability
"['mantap', 'dokter', 'ramah']",Operability
['puas'],Operability
['good'],Operability
['bantu'],Operability
"['puas', 'sampai', 'halodoc', 'mantap']",Operability
"['layan', 'baikk', 'cepat', 'd', 'balas']",Execution Efficiency
"['mantap', 'banget']",Operability
['good'],Operability
"['sngat', 'bantu']",Operability
"['makasiiii', 'langsung', 'fast', 'respon']",Execution Efficiency
"['terimakasih', 'apk', 'sungguh', 'manfaat', 'dokter', 'wulida', 'ucap', 'terimakasih', 'saran', 'diberikanmohon', 'maaf', 'kmarin', 'malam', 'terimakasih', 'scr', 'langsung', 'krn', 'ganggu', 'sinyal', 'apk', 'halodoc', 'mohon', 'tolong', 'terimakasih']",Operability
"['tanggap', 'dokter', 'cepat', 'dokter', 'ramah']",Execution Efficiency
"['bagus', 'banget']",Operability
"['bantu', 'muda', 'yg', 'alam', 'terimakasih', 'halodoc']",Operability
"['aplikasi', 'yg', 'guna']",Operability
"['terima', 'kasih', 'bantu', 'konsultasi', 'dokter', 'rumah', 'moga', 'mudah', 'manfaat', 'umat', 'manusia']",Simplicity
['mantap'],Operability
"['bantu', 'terimakasih', 'ya']",Operability
"['sagat', 'bantu', 'baget', 'baget']",Operability
['good'],Operability
"['keren', 'langsung', 'konsultasi', 'dokter']",Operability
['mantaplikasipp'],Operability
"['alhamdulillah', 'bantu', 'terima', 'kasih', 'halodoc']",Operability
"['bagus', 'dokter', 'lumayan', 'cepat', 'tangan', 'apabilakita', 'obat', 'keluh', 'keluh', 'rasa', 'kali', 'pakai', 'voucher', 'free', 'konsultasi']",Execution Efficiency
['bantu'],Operability
['bantu'],Operability
['mantap'],Operability
"['aplikasi', 'bagus', 'dokter', 'dokter', 'ramah']",Operability
"['kerja', 'bagus']",Operability
['bagus'],Operability
['mantaplikasi'],Operability
"['muas', 'layan', 'online']",Operability
['bantu'],Operability
"['uwowowo', 'mantap']",Operability
"['good', 'job']",Operability
"['aplikasi', 'keren']",Operability
"['aplikasi', 'jelek', 'lot', 'endorse', 'harga', 'barang', 'ubah', 'keranjang', 'ga', 'stok', 'abis', 'ga', 'beli', 'obat', 'ga']",Simplicity
"['aplikasi', 'brilian', 'mudah', 'beli', 'obat', 'jarang', 'apotek', 'kali', 'kali', 'zonk', 'tinggal', 'pesan', 'langsung', 'cashback', 'nya', 'jozzz']",Simplicity
['mantap'],Operability
"['lumayan', 'bantu']",Operability
['bagus'],Operability
"['respon', 'cepat', 'terimakasih', 'drboni']",Execution Efficiency
"['alhamdulillah', 'bagus']",Operability
['mantul'],Operability
['baguss'],Operability
['bantu'],Operability
['manfaat'],Operability
"['bantu', 'layan', 'halodoc', 'thank', 'you']",Operability
['bantu'],Operability
"['aplikasi', 'bantu', 'makasih', 'halodoc']",Operability
"['layan', 'nya', 'cepat', 'dokter', 'ramah']",Execution Efficiency
"['aplikasi', 'bantu', 'balas', 'dr', 'docter', 'spesialis', 'nya', 'cepat', 'respon', 'nya', 'bantu', 'terima', 'kasih']",Execution Efficiency
"['bantu', 'nali', 'gejalagejala', 'sakit', 'klinik']",Operability
['bantu'],Operability
['bantu'],Operability
['bantu'],Operability
['bantu'],Operability
"['sngat', 'bagus']",Operability
['good'],Operability
"['bantu', 'manfaat']",Operability
['bantu'],Operability
"['respon', 'dokter', 'bagus']",Operability
"['sy', 'puas', 'dgn', 'halodoc']",Operability
['bagussss'],Operability
['mantul'],Operability
"['bantu', 'libur', 'repot', 'rumah']",Operability
['mantaplikasipp'],Operability
"['bantu', 'top', 'poko']",Operability
"['mantulll', 'dahh']",Operability
['bantu'],Operability
"['bantu', 'manfaat']",Operability
['bagus'],Operability
"['aplikasi', 'bantu', 'dokter', 'fast', 'respon', 'terimakasih', 'halodoc']",Execution Efficiency
"['bantu', 'saat', 'urgenttrima', 'kasih', 'halodoc']",Operability
['muas'],Operability
['bantu'],Operability
"['cepat', 'ramah']",Execution Efficiency
['mantap'],Operability
"['goood', 'job', 'mantaplikasipp']",Operability
['keren'],Operability
['best'],Operability
"['bantu', 'putar', 'sehat', 'terima', 'kasih', 'dr', 'adi']",Operability
"['aplikasi', 'bantu', 'dokter', 'nya', 'ramah', 'terimakasih']",Operability
['puas'],Operability
['bantu'],Operability
"['terimaksih', 'layan', 'sngat', 'bantu']",Operability
"['bantu', 'darurat']",Operability
['bantu'],Operability
['bagus'],Operability
"['bantu', 'dokter', 'yg', 'gabung', 'detail', 'keluh', 'dr', 'pasien', 'wlw', 'hny', 'chat', 'slama', 'pakai', 'aplikasi', 'resep', 'yg', 'd', 'cocok', 'sesuai', 'dgn', 'kluhan', 'trims', 'halodoc', 'ttap', 'tingkat', 'kualitas', 'layan']",Simplicity
"['mantap', 'kali', 'suka']",Operability
"['so', 'far', 'so', 'good']",Operability
"['bantu', 'obat']",Operability
['manfaat'],Operability
['bantu'],Operability
['good'],Operability
['puas'],Operability
['bantu'],Operability
"['puas', 'dokter', 'ramah', 'cepat', 'merespon']",Execution Efficiency
"['dokternyaaa', 'bagus']",Simplicity
"['bantu', 'dokter', 'ramah']",Operability
"['bantu', 'banget']",Operability
"['aplikasi', 'bagus']",Operability
"['bagus', 'bantu']",Operability
['bantu'],Operability
"['sangatt', 'bantu']",Operability
['bantu'],Operability
['jasa'],Simplicity
['muas'],Operability
"['aplikasi', 'bantu', 'daerah', 'pulau', 'yg', 'susah', 'temu', 'dr', 'prktk', 'malam']",Operability
"['aplikasi', 'yg', 'sanggat', 'bantu']",Operability
"['fast', 'repon', 'dokter', 'ramah']",Execution Efficiency
['bagus'],Operability
"['kesan', 'bagus']",Operability
['mantap'],Operability
"['trimakasih', 'respon', 'dr', 'nya', 'cepat']",Execution Efficiency
['bantu'],Operability
"['apk', 'mudah', 'konsultasi', 'dg', 'dokter', 'dateng', 'kesini', 'rekomendasi', 'mas', 'hansol', 'hehe', 'kasih']",Simplicity
"['puas', 'bantu']",Operability
"['bagus', 'banget']",Operability
"['bagus', 'bget', 'aplikasi', 'recommended', 'polll', 'respon', 'cepet', 'bget', 'ramah', 'hehe', 'joss', 'pokok']",Operability
['keren'],Operability
['bagus'],Operability
['bagussslah'],Operability
"['sangatsangat', 'membantuuu']",Operability
"['dokter', 'tht', 'nya', 'muas', 'dr', 'chelsia', 'septianymantap', 'konsultasi']",Operability
['cepat'],Execution Efficiency
"['mantap', 'konsultasi', 'malam', 'bantu', 'terima', 'kasih', 'sdh', 'hilang', 'cemas', 'malam']",Operability
"['bantu', 'manfaat', 'terima', 'kasih', 'dokter']",Operability
['bagus'],Operability
"['puas', 'alhmdulilah', 'skrng', 'konsultasi', 'dokter', 'rs', 'tp', 'lwar', 'halodoc', 'uda', 'mnjawab', 'nya', 'cepat', 'poko', 'nya', 'is', 'the', 'best']",Execution Efficiency
"['dokterny', 'ramah', 'fast', 'respon']",Execution Efficiency
['muas'],Operability
"['bantu', 'malam']",Operability
"['bergunaterima', 'kasih']",Operability
"['bantu', 'n', 'respon', 'cepat', 'sekli']",Execution Efficiency
['bantu'],Operability
"['aplikasi', 'bantu', 'khusus', 'orng', 'yg', 'awam', 'dunia', 'salam', 'cinta', 'usus', 'mu']",Operability
['bagus'],Operability
"['manfaat', 'moga', 'dokter', 'sabar', 'ramah', 'rejekinya', 'lancar', 'krn', 'konsultasi', 'gratis', 'hehee']",Operability
['manfaat'],Operability
"['aplikasi', 'bagus', 'bantu', 'mudah', 'saat', 'antri', 'obatterimakasih', 'dokter', 'yg', 'sedia', 'tanggap', 'dg', 'sabar', 'top', 'bgt']",Simplicity
['mantap'],Operability
['bantu'],Operability
['manfaat'],Operability
"['bagus', 'layan', 'cepat']",Execution Efficiency
['bantu'],Operability
"['mudah', 'konsultasi']",Simplicity
['good'],Operability
['mantap'],Operability
['bantu'],Operability
['good'],Operability
['good'],Operability
['keren'],Operability
['bantu'],Operability
['bantu'],Operability
"['coba', 'pesan', 'obat', 'mudah', 'cepat']",Simplicity
"['aplikasi', 'bantu', 'efektif', 'efisien']",Execution Efficiency
"['bantu', 'rantau', 'utk', 'beli', 'obat', 'yg', 'sanak', 'saudara', 'yg', 'bantu']",Operability
"['aplikasi', 'bantu']",Operability
['muas'],Operability
"['respon', 'nya', 'cepat', 'sekali', 'trimakasih', 'halodoc']",Execution Efficiency
"['responnya', 'cepat']",Execution Efficiency
['good'],Operability
"['mudah', 'thankyou', 'halodoc']",Simplicity
"['mantap', 'respon', 'nya', 'cepat']",Execution Efficiency
"['good', 'mksh']",Operability
['bagus'],Operability
['manfaat'],Operability
"['bantu', 'antri', 'konsul', 'sehat']",Operability
"['manfaat', 'dokter', 'dlm', 'saran']",Operability
['bantu'],Operability
['bagus'],Operability
"['respon', 'cepat']",Execution Efficiency
['bagus'],Operability
"['bantu', 'rekomend']",Operability
['muas'],Operability
['manfaat'],Operability
"['suka', 'aplikasi', 'mudah', 'banget', 'layan', 'nya', 'banget', 'enjoy', 'balas', 'cepat', 'top', 'banget', 'poko']",Simplicity
"['suka', 'sekalisangat', 'bantu', 'bingung']",Operability
"['bagus', 'layan', 'nya']",Operability
['bantu'],Operability
"['halodoc', 'bantu', 'sdh', 'november', 'kemaren', 'sampe', 'anak', 'sakit', 'rumah', 'langsng', 'klik', 'halodoc', 'deh', 'respon', 'cepat', 'auto', 'bayar', 'pake', 'gopay', 'terima', 'kasih', 'halodoc']",Execution Efficiency
['mantap'],Operability
['bagus'],Operability
"['bantu', 'sekaliterimakasih', 'halodoc', 'dokter']",Operability
"['bantu', 'mksh', 'halodoc']",Operability
"['dokter', 'nya', 'bantu', 'terimakasih', 'halodoc', 'wabil', 'khusus', 'dr', 'luk', 'indrawan', 'jazakallahu', 'khair']",Operability
['bantu'],Operability
"['bantu', 'nice']",Operability
"['keren', 'sih', 'momi', 'yg', 'sibuk']",Operability
"['aplikasi', 'bantu', 'konsultasi', 'dokter', 'mudah']",Simplicity
"['mantap', 'konsultasi', 'online', 'antri', 'dokter', 'informasi', 'obat', 'lansung', 'mudah', 'cepat', 'sembuh', 'aamiin']",Simplicity
"['mantap', 'nian']",Operability
"['bagus', 'cepat', 'respon', 'dokter', 'nywa']",Execution Efficiency
['good'],Operability
['bantu'],Operability
['muas'],Operability
"['bismillah', 'konsul', 'dg', 'dok', 'spesialis', 'konsul', 'halodoc', 'ssngat', 'bantu', 'moga', 'yg', 'nanti', 'wujud', 'amminn']",Operability
['bantu'],Operability
['good'],Operability
['bantu'],Operability
"['alhamdulillah', 'manfaat']",Operability
['bantu'],Operability
['mambantu'],Operability
['manfaat'],Operability
['bagus'],Operability
"['bantu', 'recomended', 'bngt', 'aplikasi']",Operability
['bantu'],Operability
"['puas', 'sekli', 'bantu']",Operability
['bagus'],Operability
"['bantu', 'aplikasi']",Operability
"['informasi', 'manfaat']",Operability
['bantu'],Operability
['bantu'],Operability
"['aplikasi', 'yg', 'bantu']",Operability
"['sgt', 'bagus']",Operability
['bantu'],Operability
"['obat', 'lengkap']",Completeness
"['bantu', 'batas', 'tp', 'dokter', 'lgsg', 'moga', 'konsultasi', 'dgn', 'dokter', 'spesialis', 'ttp', 'free', 'gratis']",Operability
"['cepet', 'bales', 'ny', 'thank', 'halodoc', 'jd', 'mudah', 'konsultasi', 'ny', 'pergi', 'rumah', 'skit']",Simplicity
['bantu'],Operability
['bantu'],Operability
['baik'],Operability
['good'],Operability
"['bagus', 'dokter', 'respon', 'cepat', 'terang', 'td', 'sy', 'dokter', 'tht', 'dr', 'wawan', 'good', 'job', 'dok']",Execution Efficiency
"['aplikasi', 'bantu', 'pasien', 'yg', 'rasa', 'pergi', 'klinik', 'konsultasi', 'moga', 'berkahdan', 'catat', 'amal', 'baik', 'layan']",Operability
['bagus'],Operability
['mantul'],Operability
"['dokter', 'ny', 'ramah', 'jelas', 'ny', 'jg', 'gmpang', 'd', 'erti', 'respon', 'chat', 'cepat', 'trimakasih', 'dok']",Simplicity
['bantu'],Operability
"['penjelsan', 'yg', 'bagus', 'puas', 'dokter', 'nya', 'ramah', 'sabartks']",Operability
"['mantapssss', 'jiwaaaaaa', 'bantu', 'gua', 'd', 'sumatera', 'pesan', 'obat', 'utk', 'anak', 'gua', 'd', 'bintaro', 'tangerang', 'selatan']",Operability
['bagus'],Operability
"['bantu', 'anak', 'konsultasi', 'dokter', 'spesialis', 'anak', 'voucher', 'diskon', 'utk', 'konsultasi']",Operability
"['good', 'service']",Operability
"['respon', 'dokter', 'cepat', 'bik']",Execution Efficiency
"['bantu', 'beli', 'resep', 'baik', 'pilih', 'tunai', 'cod']",Operability
"['aplikasi', 'hallo', 'doc', 'yg', 'bantu', 'dlm', 'sehat']",Operability
"['bantu', 'smg', 'cepat', 'sembuhhh']",Execution Efficiency
"['mudah', 'konsultasi', 'dokter']",Simplicity
['bagusssss'],Operability
['bantu'],Operability
"['puas', 'jwb', 'dokter', 'baiktrm', 'ksh', 'halodoc', 'smg', 'sukses']",Operability
"['oke', 'jelas']",Simplicity
"['terimakasih', 'dokter', 'yg', 'bantu']",Operability
['bantu'],Operability
['bantu'],Operability
['mantap'],Operability
"['aplikasi', 'nya', 'bagus', 'konsultasi', 'chat', 'pilih', 'dokter', 'aplikasi']",Operability
['muas'],Operability
['bagus'],Operability
"['cepattepat', 'percaya', 'aplikasi', 'mudah', 'digunakanamat', 'bantu', 'tambah', 'layan', 'obatwaah', 'kereen', 'banget']",Simplicity
['keren'],Operability
"['respon', 'dokter', 'nya', 'cepat']",Execution Efficiency
['mantap'],Operability
['bantu'],Operability
"['gak', 'bagus', 'skali', 'sih', 'aplikasi', 'sen', 'obat', 'aja', 'lot', 'bgt', 'udh', 'kalu', 'uninstal', 'jugapdhak', 'jaring', 'bagus']",Operability
['good'],Operability
"['keren', 'aplikasi']",Operability
['bantu'],Operability
['bantu'],Operability
"['fast', 'respon']",Execution Efficiency
['puas'],Operability
"['bantu', 'atas', 'keluh']",Operability
['bantu'],Operability
['good'],Operability
"['bantu', 'sekala']",Operability
"['sangan', 'puas', 'aplikasi']",Operability
"['harga', 'beda', 'yg', 'd', 'apotik', 'bantu']",Operability
['membantuu'],Operability
"['bantu', 'moga', 'konsultasi', 'free']",Operability
"['bantu', 'terima', 'kasih']",Operability
"['bantu', 'n', 'hemat']",Operability
['bantu'],Operability
['bagus'],Operability
['mmbantu'],Operability
"['aplikasi', 'guna']",Operability
"['dokter', 'bantu']",Operability
"['responnya', 'cepatthx', 'dokter', 'raisa']",Execution Efficiency
['good'],Operability
"['sangan', 'bantu', 'chat', 'langsung', 'd', 'balas', 'trmksh', 'konfirmasi']",Operability
"['halodoc', 'jd', 'gak', 'penasaran', 'klo', 'check', 'up', 'karna', 'harga', 'tes', 'darah', 'dsb', 'lengkap', 'halodoc', 'jd', 'g', 'bertanyatakut', 'mahal', 'trus', 'dapet', 'vc', 'k', 'makasii', 'halodoc']",Completeness
"['bantu', 'manfaat']",Operability
['bagus'],Operability
['good'],Operability
"['bantu', 'jelas', 'terima', 'kasih']",Simplicity
"['bantu', 'sakit', 'susah', 'k', 'dokter']",Operability
['bagusss'],Operability
"['bantu', 'trims']",Operability
['good'],Operability
['good'],Operability
['bantu'],Operability
"['mudah', 'konsultasi', 'dokter']",Simplicity
"['mantul', 'bgt', 'hallodoksemua']",Simplicity
"['bantu', 'doker', 'ramah', 'muas', 'sukses', 'halodoc']",Operability
['bantu'],Operability
"['suka', 'aplikasi', 'muas', 'dokter']",Operability
['bantu'],Operability
"['lumayan', 'bantu']",Operability
"['bantu', 'sehat']",Operability
"['layan', 'cepat', 'terimakasih', 'halodoc']",Execution Efficiency
['bantu'],Operability
"['bantu', 'gak', 'dateng', 'rs', 'dokter', 'nya', 'profesional', 'terimakasi', 'halodoc', 'moga', 'bantu']",Operability
"['solusi', 'praktis', 'sulitpengiriman', 'obat', 'cepat', 'tepatterima', 'kasih', 'halodoc']",Execution Efficiency
['bantu'],Operability
"['responya', 'cepat']",Execution Efficiency
"['bantu', 'urgent']",Operability
"['bantu', 'sekalisukses', 'halodoc']",Operability
"['jelas', 'simple', 'maaf']",Simplicity
['bagus'],Operability
['mantap'],Operability
"['mudah', 'cepat']",Simplicity
"['sgt', 'ramah', 'cepat']",Execution Efficiency
"['suka', 'banget', 'aplikasi', 'nya', 'konsultasi', 'dokter', 'mudah', 'ngak', 'rumah', 'sakit']",Simplicity
['muas'],Operability
"['respon', 'cepat', 'dkter', 'solusi', 'nya', 'bgus']",Execution Efficiency
"['aplikasi', 'baik']",Operability
"['aplikasi', 'nya', 'bagus', 'banget', 'fast', 'respon', 'riwayat', 'didik', 'dokter', 'kerja', 'nya', 'mana', 'tera', 'engga', 'ragu', 'kasih', 'sarankeren', 'bgttt']",Simplicity
"['bingung', 'mesan', 'obat']",Simplicity
"['playanan', 'ramah', 'cepat', 'terima', 'kasih']",Execution Efficiency
['guna'],Operability
"['pilih', 'obat', 'harga', 'normal', 'cepat', 'bantu', 'mantap', 'dah']",Simplicity
"['terimaksih', 'berkat', 'aplikasi', 'ni', 'yg', 'tinggal', 'pelosok', 'dgn', 'mudah', 'konsultasi', 'langsung', 'dokter', 'spesialis', 'yg', 'alam']",Simplicity
['bagus'],Operability
"['download', 'karna', 'emang', 'lg', 'produktif', 'bener', 'guna']",Operability
